date,names,industries_present,thin_industries,thin_names,eliminated_industry,r2_weighted,r2_equal,cond_full,cond_style,industry_term,country,cap_weighted_return,style_term,cap_weighted_specific,identity_gap,market_excess,reclassified,with_cap,excluded_no_sic,excluded_no_exposure,excluded_no_return
2008-11-03,314,44,13,18,Banks,0.356041,0.367614,50.7437,2.90091,4.33681e-19,-0.00119678,-0.000809181,1.2947e-05,0.000374655,0.000387602,-0.000578469,11,317,0,3,0
2008-11-04,314,44,13,18,Banks,0.393651,0.368713,49.8929,2.96212,0,0.0402494,0.0399538,-4.16064e-05,-0.000254006,-0.000295612,0.0400497,11,317,0,3,0
2008-11-05,314,44,13,18,Banks,0.536719,0.439997,50.9429,3.08687,4.33681e-19,-0.0568367,-0.0572434,1.46268e-05,-0.000421377,-0.00040675,-0.0574199,11,317,0,3,0
2008-11-06,314,44,13,18,Banks,0.424336,0.36348,51.6764,3.32444,2.1684e-19,-0.0515406,-0.0515775,2.27549e-05,-5.96874e-05,-3.69326e-05,-0.051666,11,317,0,3,0
2008-11-07,314,44,13,18,Banks,0.25058,0.203438,52.2511,3.44682,8.67362e-19,0.0292147,0.0297058,-1.26789e-05,0.000503776,0.000491097,0.0297426,11,317,0,3,0
2008-11-10,314,44,13,18,Banks,0.514652,0.45699,49.4037,3.92706,0,-0.0141716,-0.0145644,2.49879e-05,-0.000417696,-0.000392708,-0.014759,11,317,0,3,0
2008-11-11,314,44,13,18,Banks,0.329983,0.315608,51.2105,3.42804,1.0842e-19,-0.0206618,-0.0204117,1.9894e-05,0.000230213,0.000250107,-0.0205823,11,317,0,3,0
2008-11-12,314,44,13,18,Banks,0.487853,0.444361,54.7014,3.48075,3.25261e-19,-0.0527345,-0.0527479,2.62682e-05,-3.96262e-05,-1.3358e-05,-0.0529355,11,317,0,3,0
2008-11-13,314,44,13,18,Banks,0.331971,0.314768,57.31,3.06285,4.33681e-19,0.0668777,0.066181,-4.38768e-05,-0.00065279,-0.000696667,0.0663289,11,317,0,3,0
2008-11-14,314,44,13,18,Banks,0.35499,0.336204,53.6244,3.22409,4.33681e-19,-0.0417947,-0.0414501,3.42403e-05,0.000310323,0.000344563,-0.04148,11,317,0,3,0
2008-11-17,314,44,13,18,Banks,0.479303,0.425487,54.6939,3.28846,0,-0.027737,-0.027647,4.1827e-05,4.81676e-05,8.99946e-05,-0.0276017,11,317,0,3,0
2008-11-18,314,44,13,18,Banks,0.316497,0.207742,54.9275,3.29524,-4.33681e-19,0.00873804,0.00845983,4.20002e-06,-0.000282408,-0.000278208,0.00840201,11,317,0,3,0
2008-11-19,314,44,13,18,Banks,0.569278,0.475088,55.488,3.33063,8.67362e-19,-0.0656834,-0.0661082,2.62874e-05,-0.00045113,-0.000424843,-0.0661016,11,317,0,3,0
2008-11-20,314,44,13,18,Oil,0.461503,0.312395,55.7333,3.30215,8.67362e-19,-0.0690812,-0.0685448,1.34311e-05,0.000523047,0.000536478,-0.068633,11,317,0,3,0
2008-11-21,314,44,13,18,Oil,0.390147,0.293395,56.8958,3.46719,0,0.0602749,0.0602959,-7.6721e-05,9.771e-05,2.09891e-05,0.0603653,11,317,0,3,0
2008-11-24,314,44,13,18,Oil,0.672775,0.57593,58.1948,3.67184,0,0.0720254,0.0718203,-1.09391e-05,-0.000194149,-0.000205088,0.0719415,11,317,0,3,0
2008-11-25,314,44,13,18,Oil,0.336986,0.278172,53.6169,3.60308,8.67362e-19,0.00761759,0.00740635,-4.08779e-05,-0.000170366,-0.000211244,0.00748343,11,317,0,3,0
2008-11-26,314,44,13,18,Oil,0.528175,0.512608,55.5354,3.69958,6.50521e-19,0.0360241,0.0359062,-5.20764e-05,-6.57597e-05,-0.000117836,0.0359899,11,317,0,3,0
2008-11-28,314,44,13,18,Oil,0.450632,0.303675,54.5603,3.53648,-4.33681e-19,0.0126053,0.0127425,4.61158e-05,9.10821e-05,0.000137198,0.0127025,11,317,0,3,0
2008-12-01,314,44,13,18,Oil,0.77607,0.720632,56.002,3.57209,4.33681e-19,-0.0926756,-0.0924143,8.63241e-05,0.000175002,0.000261326,-0.0924229,11,317,0,3,0
2008-12-02,314,44,13,18,Oil,0.440617,0.379453,59.8528,3.56234,4.33681e-19,0.0415864,0.0420646,-1.12681e-05,0.000489488,0.00047822,0.0420639,11,317,0,3,0
2008-12-03,314,44,13,18,Oil,0.407525,0.359159,59.21,3.38807,0,0.0291114,0.0293265,-3.30655e-05,0.000248161,0.000215096,0.0295763,11,317,0,3,0
2008-12-04,314,44,13,18,Oil,0.474523,0.465456,57.981,3.34472,1.30104e-18,-0.0282236,-0.0279431,4.60608e-05,0.00023436,0.000280421,-0.0280748,11,317,0,3,0
2008-12-05,314,44,13,18,Banks,0.378853,0.361243,58.226,3.3046,5.42101e-19,0.0378013,0.0379036,-5.72309e-05,0.000159521,0.00010229,0.0379665,11,317,0,3,0
2008-12-08,314,44,13,18,Banks,0.501244,0.393158,57.3487,3.49269,1.0842e-18,0.040997,0.0409511,-8.49968e-06,-3.73874e-05,-4.58871e-05,0.0409446,11,317,0,3,0
2008-12-09,314,44,13,18,Banks,0.478347,0.453224,55.8143,3.60503,-4.33681e-19,-0.0255458,-0.025713,-3.56613e-05,-0.000131556,-0.000167218,-0.0258868,11,317,0,3,0
2008-12-10,314,44,13,18,Banks,0.450021,0.334985,57.3924,3.46829,1.73472e-18,0.00975809,0.00928762,-6.89731e-05,-0.000401494,-0.000470467,0.00929477,11,317,0,3,0
2008-12-11,314,44,13,18,Banks,0.615362,0.528369,57.9732,3.60225,8.67362e-19,-0.0318324,-0.0319216,7.05073e-05,-0.000159723,-8.92152e-05,-0.0319189,11,317,0,3,0
2008-12-12,314,44,13,18,Oil,0.313273,0.342099,60.2985,3.75441,4.33681e-19,0.0068294,0.0074469,-2.10115e-05,0.00063851,0.000617499,0.00743194,11,317,0,3,0
2008-12-15,314,44,13,18,Oil,0.408951,0.292884,57.8692,4.0023,-8.67362e-19,-0.0132541,-0.0136144,3.997e-05,-0.000400296,-0.000360326,-0.0137005,11,317,0,3,0
2008-12-16,314,44,13,18,Oil,0.578969,0.537827,59.3683,3.82404,0,0.054077,0.054387,-6.54617e-05,0.000375417,0.000309955,0.054525,11,317,0,3,0
2008-12-17,314,44,13,18,Oil,0.448487,0.47544,58.3467,3.91582,-3.25261e-19,-0.0113326,-0.0115547,-2.70807e-05,-0.000195058,-0.000222139,-0.0113278,11,317,0,3,0
2008-12-18,314,44,13,18,Oil,0.506198,0.396258,57.4236,4.0759,0,-0.02055,-0.020872,5.81215e-05,-0.000380114,-0.000321993,-0.0208766,11,317,0,3,0
2008-12-19,314,44,13,18,Oil,0.297637,0.308956,58.8174,4.19777,0,0.00182651,0.00126571,-6.59885e-06,-0.000554197,-0.000560796,0.00124934,11,317,0,3,0
2008-12-22,315,44,13,18,Oil,0.558714,0.535348,59.2116,4.59383,1.6263e-19,-0.0176379,-0.0172954,-8.23806e-07,0.000343374,0.000342551,-0.0173052,11,317,0,2,0
2008-12-23,315,44,13,18,Oil,0.300619,0.273654,59.0875,4.93109,-2.1684e-19,-0.0105313,-0.0103295,-1.92189e-06,0.000203785,0.000201863,-0.0103366,11,317,0,2,0
2008-12-24,315,44,13,18,Oil,0.373918,0.250355,58.7753,4.863,2.1684e-19,0.00708627,0.00712366,-1.18152e-06,3.8576e-05,3.73945e-05,0.00711881,11,317,0,2,0
2008-12-26,315,44,13,18,Oil,0.370953,0.272146,58.7114,4.31724,-2.1684e-19,0.00479613,0.00478396,-1.17174e-06,-1.09997e-05,-1.21714e-05,0.00478388,11,317,0,2,0
2008-12-29,315,44,13,18,Oil,0.360475,0.281789,58.2028,4.06832,2.1684e-19,-0.00514626,-0.00534886,3.87151e-06,-0.000206473,-0.000202601,-0.00535018,11,317,0,2,0
2008-12-30,315,44,13,18,Oil,0.42338,0.347912,58.7176,3.98813,0,0.0246549,0.0243905,-1.05071e-05,-0.000253852,-0.00026436,0.0244227,11,317,0,2,0
2008-12-31,315,44,13,18,Oil,0.3739,0.363846,59.2256,3.94645,4.33681e-19,0.0141656,0.0145071,-1.59944e-05,0.000357521,0.000341526,0.0145087,11,317,0,2,0
2009-01-02,316,44,13,19,Oil,0.587141,0.571325,58.1471,4.51578,4.33681e-19,0.031114,0.0309224,-2.8414e-06,-0.000188781,-0.000191623,0.0309718,11,318,0,2,0
2009-01-05,316,44,13,19,Oil,0.410125,0.32921,58.1739,4.30976,-2.1684e-19,-0.00690675,-0.00706844,-3.13105e-06,-0.000158564,-0.000161695,-0.00708509,11,318,0,2,0
2009-01-06,316,44,13,19,Oil,0.473059,0.439334,58.5066,4.13308,0,0.00814448,0.00818273,-1.3844e-05,5.2093e-05,3.82491e-05,0.0082088,11,318,0,2,0
2009-01-07,316,44,13,19,Oil,0.487152,0.413012,56.5779,4.16532,0,-0.0309181,-0.0309439,1.50667e-06,-2.73411e-05,-2.58345e-05,-0.0309008,11,318,0,2,0
2009-01-08,316,44,13,19,Oil,0.322529,0.231077,56.2529,3.83961,4.33681e-19,0.00181634,0.00179231,-3.17845e-06,-2.0855e-05,-2.40335e-05,0.0017712,11,318,0,2,0
2009-01-09,316,44,13,19,Oil,0.357516,0.301785,55.5449,3.75682,-1.0842e-19,-0.0217901,-0.021494,7.06522e-06,0.000288971,0.000296036,-0.0214733,11,318,0,2,0
2009-01-12,316,44,13,19,Oil,0.616225,0.55132,56.5855,3.85393,2.1684e-19,-0.0253264,-0.0252393,-7.9861e-06,9.51458e-05,8.71597e-05,-0.0252053,11,318,0,2,0
2009-01-13,316,44,13,19,Oil,0.384992,0.364299,57.8231,3.72185,4.33681e-19,0.00229976,0.00230077,-8.58069e-06,9.59254e-06,1.01185e-06,0.00222597,11,318,0,2,0
2009-01-14,316,44,13,19,Oil,0.580565,0.508036,57.3361,4.09803,1.0842e-19,-0.0371813,-0.0372011,6.70927e-06,-2.65371e-05,-1.98278e-05,-0.0372209,11,318,0,2,0
2009-01-15,316,44,13,19,Oil,0.596517,0.488352,58.405,4.06463,-1.30104e-18,-0.00378702,-0.00337996,-2.16428e-05,0.000428703,0.00040706,-0.00331719,11,318,0,2,0
2009-01-16,316,44,13,19,Oil,0.477227,0.242423,59.019,4.17587,-8.67362e-19,0.0054194,0.00576761,-2.88622e-05,0.000377082,0.00034822,0.00577352,11,318,0,2,0
2009-01-20,316,44,13,19,Oil,0.648406,0.570423,58.1532,3.90671,8.67362e-19,-0.0577709,-0.057176,-1.26663e-05,0.000607575,0.000594908,-0.0571663,11,318,0,2,0
2009-01-21,316,44,13,19,Oil,0.653764,0.542557,60.5755,3.8426,-2.1684e-19,0.0482282,0.0471119,7.06611e-06,-0.00112339,-0.00111632,0.0470864,11,318,0,2,0
2009-01-22,316,44,13,19,Oil,0.317776,0.266449,59.5265,3.84016,0,-0.0177484,-0.0177861,1.0679e-05,-4.83272e-05,-3.76482e-05,-0.0177699,11,318,0,2,0
2009-01-23,316,44,13,19,Oil,0.513352,0.435966,59.5342,3.76541,8.67362e-19,0.00487144,0.00408509,6.78885e-07,-0.000787024,-0.000786346,0.00407595,11,318,0,2,0
2009-01-26,316,44,13,19,Oil,0.316844,0.295896,59.3572,3.94481,-7.58942e-19,0.0055085,0.0051954,1.31206e-06,-0.000314404,-0.000313092,0.00517224,11,318,0,2,0
2009-01-27,316,44,13,19,Oil,0.383136,0.272809,59.2523,3.93809,-4.33681e-19,0.0119229,0.0122599,3.19656e-06,0.000333858,0.000337055,0.0122659,11,318,0,2,0
2009-01-28,316,44,13,19,Oil,0.728635,0.699195,59.003,3.91251,-1.30104e-18,0.037573,0.0371986,-3.65085e-06,-0.000370839,-0.00037449,0.0370961,11,318,0,2,0
2009-01-29,316,44,13,19,Oil,0.569161,0.517413,57.2386,3.80634,0,-0.0348068,-0.035054,5.2034e-07,-0.000247688,-0.000247167,-0.0350356,11,318,0,2,0
2009-01-30,316,44,13,19,Oil,0.303663,0.294538,59.3246,3.92856,0,-0.022307,-0.02243,2.46207e-05,-0.000147593,-0.000122973,-0.0224563,11,318,0,2,0
2009-02-02,316,44,13,19,Oil,0.272823,0.255763,59.5448,3.84504,0,-0.000192768,-9.38498e-05,2.24431e-05,7.64754e-05,9.89185e-05,-0.00012836,11,318,0,2,0
2009-02-03,316,44,13,19,Oil,0.471865,0.406035,59.6367,3.74049,-4.33681e-19,0.0138953,0.0137262,-6.29983e-06,-0.000162776,-0.000169076,0.0137177,11,318,0,2,0
2009-02-04,316,44,13,19,Oil,0.316099,0.31124,60.053,3.85537,-2.1684e-19,-0.00690852,-0.00707005,1.10361e-05,-0.000172563,-0.000161527,-0.00704322,11,318,0,2,0
2009-02-05,316,44,13,19,Oil,0.218333,0.209707,58.072,3.89258,-2.1684e-19,0.0164042,0.0165852,3.07227e-07,0.000180723,0.00018103,0.0165815,11,318,0,2,0
2009-02-06,316,44,13,19,Oil,0.479872,0.438685,58.4346,3.79254,8.67362e-19,0.0302226,0.030165,-1.11882e-05,-4.64061e-05,-5.75943e-05,0.0301612,11,318,0,2,0
2009-02-09,316,44,13,19,Oil,0.472627,0.3773,57.5195,3.96813,0,0.00226102,0.00192597,1.71585e-06,-0.000336768,-0.000335053,0.00191633,11,318,0,2,0
2009-02-10,316,44,13,19,Oil,0.710366,0.681397,57.2431,3.91212,-2.1684e-19,-0.051666,-0.0517696,1.29967e-05,-0.000116674,-0.000103677,-0.0517688,11,318,0,2,0
2009-02-11,316,44,13,19,Oil,0.533664,0.403912,58.9235,3.95625,-2.1684e-19,0.010597,0.010469,4.72842e-06,-0.000132733,-0.000128005,0.0104665,11,318,0,2,0
2009-02-12,316,44,13,19,Oil,0.377551,0.324432,57.4904,4.19425,3.25261e-19,0.000555316,0.00078121,-1.2939e-06,0.000227188,0.000225894,0.000792361,11,318,0,2,0
2009-02-13,316,44,13,19,Oil,0.500237,0.446696,58.2241,4.1625,-4.33681e-19,-0.0116228,-0.0118902,4.16764e-06,-0.000271491,-0.000267324,-0.0118375,11,318,0,2,0
2009-02-17,316,44,13,19,Oil,0.684116,0.59901,59.3679,4.40378,4.33681e-19,-0.0463629,-0.0460675,-4.15607e-06,0.000299477,0.000295321,-0.0460975,11,318,0,2,0
2009-02-18,316,44,13,19,Oil,0.199131,0.144661,60.1703,4.54482,3.38813e-20,-0.00112924,-0.000647072,2.12861e-07,0.000481954,0.000482167,-0.000681889,11,318,0,2,0
2009-02-19,316,44,13,19,Oil,0.536667,0.524353,59.6568,4.57621,8.67362e-19,-0.0131381,-0.0134228,6.35418e-06,-0.000291039,-0.000284685,-0.0134637,11,318,0,2,0
2009-02-20,316,44,13,19,Oil,0.346552,0.229102,61.2718,5.29578,2.1684e-19,-0.0135842,-0.0128675,-1.96489e-05,0.000736334,0.000716685,-0.0128947,11,318,0,2,0
2009-02-23,316,44,13,19,Oil,0.397514,0.305082,60.8623,4.70861,-4.33681e-19,-0.0337942,-0.033633,-3.58072e-06,0.00016478,0.000161199,-0.0336695,11,318,0,2,0
2009-02-24,316,44,13,19,Oil,0.71064,0.601468,61.102,4.90456,4.33681e-19,0.0429303,0.0430992,3.98548e-06,0.000164989,0.000168975,0.0431026,11,318,0,2,0
2009-02-25,316,44,13,19,Oil,0.254082,0.239069,59.9501,4.51765,-1.0842e-19,-0.0108823,-0.0108183,-3.02361e-06,6.70022e-05,6.39785e-05,-0.0108193,11,318,0,2,0
2009-02-26,316,44,13,19,Oil,0.27405,0.227863,60.9128,4.60339,0,-0.0144201,-0.0148108,1.11695e-05,-0.000401953,-0.000390784,-0.014825,11,318,0,2,0
2009-02-27,316,44,13,19,Oil,0.645848,0.572464,61.3961,4.61155,2.1684e-19,-0.0286248,-0.0289241,-1.48584e-06,-0.000297812,-0.000299298,-0.0289087,11,318,0,2,0
2009-03-02,316,44,13,19,Oil,0.526403,0.44874,61.5067,4.06993,-6.50521e-19,-0.0464078,-0.0464082,8.51146e-06,-8.97268e-06,-4.61221e-07,-0.0464183,11,318,0,2,0
2009-03-03,316,44,13,19,Oil,0.38022,0.378481,63.1914,4.44647,-3.25261e-19,-0.00660263,-0.00682482,4.71553e-07,-0.000222666,-0.000222195,-0.00674604,11,318,0,2,0
2009-03-04,317,44,13,19,Oil,0.539379,0.393702,62.3349,4.50733,-8.67362e-19,0.0228342,0.0226067,-1.34158e-05,-0.000214087,-0.000227502,0.0226274,11,319,0,2,0
2009-03-05,317,44,13,19,Oil,0.638996,0.582871,62.1076,4.41917,0,-0.0423944,-0.0425098,1.20669e-05,-0.00012752,-0.000115453,-0.0425485,11,319,0,2,0
2009-03-06,317,44,13,19,Oil,0.348561,0.258324,62.6236,4.57094,-2.1684e-19,-8.62915e-05,0.000250868,3.80665e-06,0.000333353,0.00033716,0.00023047,11,319,0,2,0
2009-03-09,317,44,13,19,Oil,0.426553,0.382414,62.6993,4.5924,-2.1684e-19,-0.0102119,-0.0100049,3.32434e-06,0.000203708,0.000207032,-0.0100443,11,319,0,2,0
2009-03-10,317,44,13,19,Oil,0.791921,0.753395,61.3233,4.53845,-4.33681e-19,0.0674841,0.0674836,1.61823e-05,-1.6673e-05,-4.90672e-07,0.0674774,11,319,0,2,0
2009-03-11,317,44,13,19,Oil,0.386613,0.317787,58.5082,4.49523,0,0.0042519,0.00380047,4.4881e-06,-0.000455915,-0.000451427,0.00384497,11,319,0,2,0
2009-03-12,317,44,13,19,Oil,0.632432,0.55696,60.3051,4.40635,1.0842e-19,0.0425593,0.042667,7.44903e-06,0.0001003,0.000107749,0.0426691,11,319,0,2,0
2009-03-13,317,44,13,19,Oil,0.365325,0.388346,59.4518,4.81286,-3.25261e-19,0.00758533,0.0074444,-1.68564e-06,-0.000139246,-0.000140932,0.00748173,11,319,0,2,0
2009-03-16,317,44,13,19,Oil,0.421527,0.327026,60.5369,4.54693,-1.0842e-19,-0.00215673,-0.00262239,-3.37227e-06,-0.000462286,-0.000465658,-0.00223638,11,319,0,2,0
2009-03-17,317,44,13,19,Oil,0.438228,0.444806,62.9697,4.73648,0,0.0328374,0.0326859,-2.46942e-06,-0.00014906,-0.000151529,0.0327221,11,320,0,3,0
2009-03-18,317,44,13,19,Oil,0.692309,0.621998,62.48,4.86831,2.1684e-19,0.024734,0.0250294,0.000164863,0.000130481,0.000295344,0.0246362,11,320,0,3,0
2009-03-19,317,44,13,19,Oil,0.671912,0.602789,61.5081,5.16321,8.67362e-19,-0.0161388,-0.0168114,-0.000110075,-0.000562571,-0.000672645,-0.0168778,11,320,0,3,0
2009-03-20,317,44,13,19,Oil,0.469886,0.425109,63.4774,5.15246,-3.25261e-19,-0.0207653,-0.0211634,-0.000162051,-0.000235978,-0.00039803,-0.0205339,11,320,0,3,0
2009-03-23,317,44,13,19,Oil,0.82719,0.779051,65.3516,5.31327,-8.67362e-19,0.0746651,0.0748522,0.000267767,-8.06905e-05,0.000187076,0.0739724,11,320,0,3,0
2009-03-24,317,44,13,19,Oil,0.477147,0.467948,62.4884,5.29547,-6.50521e-19,-0.0209061,-0.0207037,1.60618e-05,0.000186415,0.000202477,-0.0202538,11,320,0,3,0
2009-03-25,317,44,13,19,Oil,0.496291,0.581014,62.1813,5.23262,4.33681e-19,0.00925968,0.00916526,-3.62169e-06,-9.08048e-05,-9.44265e-05,0.00898388,11,320,0,3,0
2009-03-26,317,44,13,19,Oil,0.453768,0.397575,54.9457,4.69544,-2.1684e-19,0.0226761,0.0230855,6.07474e-05,0.000348618,0.000409365,0.0227945,11,320,0,3,0
2009-03-27,317,44,13,19,Oil,0.344019,0.300286,55.116,4.80062,0,-0.0203935,-0.0204296,-3.73564e-05,1.24039e-06,-3.6116e-05,-0.0203995,11,320,0,3,0
2009-03-30,317,44,13,19,Oil,0.740556,0.661873,57.4894,4.82134,2.1684e-19,-0.0360611,-0.0365341,-0.000302504,-0.000170512,-0.000473016,-0.0364412,11,320,0,3,0
2009-03-31,317,44,13,19,Oil,0.708277,0.673072,58.8486,5.24499,0,0.0164885,0.016419,-1.21185e-05,-5.74166e-05,-6.9535e-05,0.0158644,11,320,0,3,0
2009-04-01,317,44,13,19,Oil,0.423102,0.39871,58.069,5.50145,3.25261e-19,0.0176684,0.0177673,6.14074e-05,3.75093e-05,9.89167e-05,0.0177531,11,320,0,3,0
2009-04-02,317,44,13,19,Oil,0.59781,0.548991,58.4508,5.59607,-2.1684e-19,0.0280561,0.028065,5.44359e-05,-4.5532e-05,8.90384e-06,0.0278106,11,320,0,3,0
2009-04-03,317,44,13,19,Oil,0.497093,0.45834,56.4212,5.59994,-1.35525e-19,0.0101497,0.0103725,0.000162383,6.04072e-05,0.00022279,0.0102687,11,320,0,3,0
2009-04-06,317,44,13,19,Oil,0.384393,0.297485,55.5524,5.93453,2.1684e-19,-0.00849874,-0.00831661,-0.000113642,0.000295777,0.000182136,-0.00789956,11,320,0,3,0
2009-04-07,317,44,13,19,Oil,0.373305,0.381222,56.3404,6.08918,-2.71051e-20,-0.0228146,-0.0230535,-5.52862e-05,-0.00018359,-0.000238877,-0.0229256,11,320,0,3,0
2009-04-08,317,44,13,19,Oil,0.340027,0.347774,57.3616,5.98714,3.79471e-19,0.00925113,0.00963208,0.000147988,0.000232955,0.000380943,0.00993419,11,320,0,3,0
2009-04-09,317,44,13,19,Oil,0.799353,0.774481,56.7804,5.63379,1.73472e-18,0.0409474,0.0414865,0.000348748,0.000190343,0.000539091,0.0408886,11,320,0,3,0
2009-04-13,317,44,13,19,Oil,0.539681,0.42598,54.4585,5.62048,8.67362e-19,0.00682988,0.00640336,-1.81476e-05,-0.000408381,-0.000426528,0.00608288,11,320,0,3,0
2009-04-14,317,44,13,19,Oil,0.591817,0.582751,52.7647,5.2236,6.50521e-19,-0.0210566,-0.0212914,-0.000210878,-2.39245e-05,-0.000234802,-0.0212134,11,320,0,3,0
2009-04-15,317,44,13,19,Oil,0.536789,0.558024,54.3384,5.19328,-8.67362e-19,0.0126799,0.0127728,-3.97683e-06,9.68702e-05,9.28934e-05,0.0130191,11,320,0,3,0
2009-04-16,317,44,13,19,Oil,0.327091,0.270946,53.6609,5.43617,-2.1684e-19,0.0145469,0.0146324,-7.49278e-05,0.000160357,8.54294e-05,0.0146052,11,320,0,3,0
2009-04-17,317,44,13,19,Oil,0.244719,0.25592,53.3744,5.21927,7.31836e-19,0.00374288,0.00369988,6.8088e-05,-0.000111096,-4.30076e-05,0.00360505,11,320,0,3,0
2009-04-20,317,44,13,19,Oil,0.854468,0.83222,52.5018,4.71926,-4.33681e-19,-0.0461681,-0.0464615,-0.000248801,-4.45758e-05,-0.000293377,-0.0460975,11,320,0,3,0
2009-04-21,317,44,13,19,Oil,0.504016,0.460685,54.3789,5.14441,0,0.0237775,0.0238758,0.000123002,-2.46858e-05,9.83159e-05,0.0236219,11,320,0,3,0
2009-04-22,317,44,13,19,Oil,0.532174,0.54472,53.1579,5.31157,5.42101e-19,-0.00864647,-0.00845739,9.56487e-05,9.34231e-05,0.000189072,-0.00851759,11,320,0,3,0
2009-04-23,317,44,13,19,Oil,0.325674,0.287479,52.4746,4.81373,-9.75782e-19,0.0111689,0.0111731,5.56753e-05,-5.15415e-05,4.13374e-06,0.0112604,11,320,0,3,0
2009-04-24,317,44,13,19,Oil,0.380539,0.375439,51.9282,4.96433,1.0842e-19,0.015881,0.016123,0.0002551,-1.31026e-05,0.000241998,0.016122,11,320,0,3,0
2009-04-27,317,44,13,19,Oil,0.567528,0.5567,50.6779,4.73929,-3.79471e-19,-0.00930935,-0.00965297,-0.000128734,-0.000214887,-0.000343621,-0.00963414,11,320,0,3,0
2009-04-28,317,44,13,19,Oil,0.342895,0.268242,51.8713,4.89197,2.1684e-19,-0.00409572,-0.00420814,-0.00011321,7.98527e-07,-0.000112411,-0.00425595,11,320,0,3,0
2009-04-29,317,44,13,19,Oil,0.484741,0.459768,52.3229,5.02665,1.0842e-19,0.0220429,0.0223831,0.000198142,0.000142077,0.000340219,0.0221984,11,320,0,3,0
2009-04-30,317,44,13,19,Oil,0.401087,0.390723,52.1016,5.35548,4.33681e-19,-0.000411817,-0.000253555,0.000169378,-1.11157e-05,0.000158263,-0.000468378,11,320,0,3,0
2009-05-01,317,44,13,19,Oil,0.384949,0.366448,50.3209,5.18652,-4.33681e-19,0.00374763,0.00325416,-2.26396e-05,-0.000470825,-0.000493464,0.00353,11,320,0,3,0
2009-05-04,317,44,13,19,Oil,0.708481,0.683678,49.7542,5.06716,0,0.0344077,0.0345789,0.000200748,-2.96094e-05,0.000171139,0.0345106,11,320,0,3,0
2009-05-05,317,44,13,19,Oil,0.242094,0.240609,48.1239,5.03585,2.1684e-19,-0.00288218,-0.00304567,-6.44662e-05,-9.90228e-05,-0.000163489,-0.00324746,11,320,0,3,0
2009-05-06,317,44,13,19,Oil,0.688141,0.646865,47.7944,4.8831,4.33681e-19,0.0201641,0.0200651,0.000264002,-0.000363021,-9.90184e-05,0.0203728,11,320,0,3,0
2009-05-07,317,44,13,19,Oil,0.402675,0.360023,47.1254,4.95638,4.33681e-19,-0.0135696,-0.0135504,-5.21605e-05,7.12803e-05,1.91198e-05,-0.0129433,11,320,0,3,0
2009-05-08,317,44,13,19,Oil,0.560117,0.56481,48.7084,5.1252,2.1684e-19,0.0253505,0.025463,1.06953e-05,0.00010174,0.000112435,0.0252293,11,320,0,3,0
2009-05-11,317,44,13,19,Oil,0.687434,0.583789,47.3762,5.0861,2.1684e-19,-0.0219349,-0.0220478,-0.000208715,9.58379e-05,-0.000112877,-0.0219356,11,320,0,3,0
2009-05-12,317,44,13,19,Oil,0.55765,0.456664,48.1625,4.60064,-4.33681e-19,-0.00160149,-0.00171551,-0.000100973,-1.30383e-05,-0.000114012,-0.00131667,11,320,0,3,0
2009-05-13,317,44,13,19,Oil,0.660277,0.640258,48.8862,4.3998,-2.1684e-19,-0.0268722,-0.0272455,-0.000248896,-0.000124457,-0.000373353,-0.0270184,11,320,0,3,0
2009-05-14,317,44,13,19,Oil,0.62781,0.621036,50.5307,4.7246,5.42101e-20,0.0108901,0.0110279,0.000161983,-2.41694e-05,0.000137813,0.0111203,11,320,0,3,0
2009-05-15,317,44,13,19,Oil,0.391911,0.385984,49.8201,4.55112,-2.1684e-19,-0.0125134,-0.0123217,-5.89731e-05,0.000250617,0.000191644,-0.0119562,11,320,0,3,0
2009-05-18,317,44,13,19,Oil,0.713955,0.695437,50.0848,4.47376,0,0.0316644,0.0321381,0.000303931,0.000169765,0.000473697,0.0315949,11,320,0,3,0
2009-05-19,317,44,13,19,Oil,0.401021,0.413814,48.6659,4.34457,2.98156e-19,-0.00200186,-0.00202518,7.59113e-06,-3.0914e-05,-2.33229e-05,-0.00211275,11,320,0,3,0
2009-05-20,317,44,13,19,Oil,0.349278,0.306252,49.4887,4.82194,2.1684e-19,-0.00575675,-0.0061343,-7.55395e-05,-0.000302008,-0.000377548,-0.00578141,11,320,0,3,0
2009-05-21,317,44,13,19,Oil,0.323826,0.248165,49.7784,4.4476,5.42101e-19,-0.0157384,-0.0157442,-3.68684e-05,3.11323e-05,-5.73615e-06,-0.0156789,11,321,0,4,0
2009-05-22,317,44,13,19,Oil,0.272625,0.203238,49.9843,4.55989,-1.6263e-19,-0.00174712,-0.00176055,-2.83379e-05,1.49065e-05,-1.34314e-05,-0.00176033,11,321,0,4,0
2009-05-26,317,44,13,19,Oil,0.416854,0.327479,50.1911,4.44604,2.1684e-19,0.026563,0.0266417,5.43724e-05,2.42856e-05,7.8658e-05,0.0261677,11,321,0,4,0
2009-05-27,317,44,13,19,Oil,0.420055,0.36,49.3936,4.30906,-2.1684e-19,-0.0192967,-0.019671,-7.05048e-05,-0.000303807,-0.000374312,-0.0195662,11,321,0,4,0
